30.699589,42.765678,53.023285,76.221657,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47048,10389]-lumi.tif"
2.153857,2.558127,10.721018,35.470940,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47584,10389]-lumi.tif"
12.883009,27.828970,40.425755,60.416622,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46513,10789]-lumi.tif"
13.044852,26.469536,38.911240,58.884651,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47048,10789]-lumi.tif"
2.535091,7.153466,12.514801,29.197664,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49032,10753]-lumi.tif"
7.179301,14.820294,27.280552,49.108662,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49567,10753]-lumi.tif"
2.794870,5.872841,15.667246,44.417225,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48497,11153]-lumi.tif"
35.229725,50.653435,62.803478,89.352142,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49032,11153]-lumi.tif"
38.082073,55.554485,69.637711,94.356911,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49567,11153]-lumi.tif"
11.484207,22.593351,35.043472,56.163357,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48497,11553]-lumi.tif"
56.507801,68.525734,79.265228,108.820633,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49032,11553]-lumi.tif"
45.422585,62.450916,74.979324,98.442169,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49567,11553]-lumi.tif"
16.393543,28.010355,38.611275,60.527298,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48497,11953]-lumi.tif"
27.738823,41.080723,52.666309,77.298782,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49032,11953]-lumi.tif"
2.504373,10.028285,20.625706,50.510475,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49567,11953]-lumi.tif"
7.195523,19.234932,32.780212,56.417728,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48497,12353]-lumi.tif"
2.031745,2.250026,2.497434,20.054176,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49032,12353]-lumi.tif"
2.056843,3.135138,11.203539,37.439873,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,12977]-lumi.tif"
2.361549,14.459661,31.163536,57.575314,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,12977]-lumi.tif"
1.734661,1.896852,2.053663,2.787167,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46710,12977]-lumi.tif"
2.200419,2.585171,7.920032,36.978630,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44569,13377]-lumi.tif"
30.152241,42.417011,52.063454,83.865120,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45104,13377]-lumi.tif"
39.933697,53.910500,67.746857,101.339577,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,13377]-lumi.tif"
30.963402,44.102898,56.515087,87.599579,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,13377]-lumi.tif"
9.061401,22.807312,37.544781,64.682289,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46710,13377]-lumi.tif"
26.170027,38.439217,47.293354,71.434586,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44569,13777]-lumi.tif"
48.346825,57.707111,69.517647,104.417282,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45104,13777]-lumi.tif"
53.166893,64.929512,78.167824,114.385902,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,13777]-lumi.tif"
52.133186,65.498833,78.291679,109.038376,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,13777]-lumi.tif"
20.758099,35.470181,49.096519,75.172073,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46710,13777]-lumi.tif"
11.138043,28.264565,39.340874,60.506565,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44569,14177]-lumi.tif"
41.561829,50.659409,60.060493,91.099693,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45104,14177]-lumi.tif"
45.110088,56.086258,67.249619,100.762215,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,14177]-lumi.tif"
47.174416,59.578568,71.547951,105.174423,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,14177]-lumi.tif"
12.858641,28.322958,39.714794,63.343826,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46710,14177]-lumi.tif"
3.072407,16.515917,27.570391,45.997658,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45104,14577]-lumi.tif"
37.047768,50.561749,62.096367,90.793228,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,14577]-lumi.tif"
33.444977,47.466732,58.850918,86.498779,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,14577]-lumi.tif"
2.105496,6.904365,16.206211,33.700974,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45104,14977]-lumi.tif"
19.169144,31.746868,43.124413,66.560486,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45640,14977]-lumi.tif"
2.677014,18.029985,30.529818,54.499825,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46175,14977]-lumi.tif"
2.284908,2.978264,19.274166,45.457623,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,13977]-lumi.tif"
2.900134,19.274939,35.043098,59.453884,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,13977]-lumi.tif"
2.609643,3.087583,15.466803,50.131489,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,13977]-lumi.tif"
37.100452,49.530399,61.816624,99.910019,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,14377]-lumi.tif"
53.471611,66.345802,79.115128,112.931725,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,14377]-lumi.tif"
29.759594,48.063644,61.973892,88.062820,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,14377]-lumi.tif"
2.808894,12.811241,26.280952,52.124622,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49694,14377]-lumi.tif"
1.873862,2.143602,2.591626,25.773474,"\\bki02\f\lumi\Project2\L1_1\L1_1_[50229,14377]-lumi.tif"
12.331522,25.870604,35.307354,56.439232,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47553,14777]-lumi.tif"
44.086609,53.010788,62.584969,95.904617,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,14777]-lumi.tif"
56.159016,65.735565,74.646416,102.850510,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,14777]-lumi.tif"
36.296005,53.580509,63.571198,81.731346,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,14777]-lumi.tif"
18.404188,34.275475,44.431255,63.520081,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49694,14777]-lumi.tif"
1.885207,2.159813,2.556001,30.017200,"\\bki02\f\lumi\Project2\L1_1\L1_1_[50229,14777]-lumi.tif"
28.714764,40.957714,51.649738,81.596542,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47553,15177]-lumi.tif"
47.241974,56.004704,65.493950,99.030563,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,15177]-lumi.tif"
56.400200,66.144028,75.340057,101.198196,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,15177]-lumi.tif"
39.056763,54.557644,64.392914,84.042595,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,15177]-lumi.tif"
2.160449,2.427639,4.847164,18.989182,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49694,15177]-lumi.tif"
45.650658,59.283321,71.839996,100.852745,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47553,15577]-lumi.tif"
53.487980,65.244484,79.333786,118.941162,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,15577]-lumi.tif"
52.509991,61.911640,70.812134,97.704575,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,15577]-lumi.tif"
34.019978,50.264687,60.632549,82.988663,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,15577]-lumi.tif"
29.226055,43.895103,55.955437,80.393112,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47553,15977]-lumi.tif"
48.474030,60.841652,74.243362,111.051651,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,15977]-lumi.tif"
44.096691,54.838284,64.336700,91.784256,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,15977]-lumi.tif"
18.886646,32.267204,45.337006,70.184036,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,15977]-lumi.tif"
2.531782,12.876935,19.916672,47.325520,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49694,15977]-lumi.tif"
2.581876,3.089880,16.005239,49.316296,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48088,16377]-lumi.tif"
14.460133,26.645655,39.788235,66.680222,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48624,16377]-lumi.tif"
7.301550,13.018199,20.872295,53.079334,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49159,16377]-lumi.tif"
2.101909,5.547140,14.342942,44.769180,"\\bki02\f\lumi\Project2\L1_1\L1_1_[49694,16377]-lumi.tif"
25.106749,39.629940,48.436111,67.712440,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,17186]-lumi.tif"
33.232731,43.828743,51.877472,70.083298,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,17186]-lumi.tif"
3.762941,22.279898,32.984024,48.415268,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45146,17186]-lumi.tif"
40.999451,49.838898,57.187515,80.881958,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,17586]-lumi.tif"
47.904060,55.607632,62.772957,86.897621,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,17586]-lumi.tif"
31.616913,44.191139,54.110744,77.106384,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45146,17586]-lumi.tif"
47.067505,55.304615,62.490368,83.863091,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,17986]-lumi.tif"
50.320427,59.775146,69.443008,98.015572,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,17986]-lumi.tif"
27.365839,43.693401,55.270035,80.893509,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45146,17986]-lumi.tif"
40.472195,50.558067,58.593964,78.270897,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,18386]-lumi.tif"
50.420330,59.160076,67.705414,94.166222,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,18386]-lumi.tif"
6.212206,33.238056,46.939495,67.403877,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45146,18386]-lumi.tif"
2.182155,5.940574,20.047447,42.335205,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,18786]-lumi.tif"
21.153082,35.901405,45.401272,62.556671,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,18786]-lumi.tif"
1.597937,1.787590,2.007268,13.861797,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44075,19186]-lumi.tif"
1.909554,2.144748,2.635139,27.344412,"\\bki02\f\lumi\Project2\L1_1\L1_1_[44610,19186]-lumi.tif"
2.972044,13.804964,27.652973,46.945030,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,18533]-lumi.tif"
33.793587,43.227737,50.601112,69.500740,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,18533]-lumi.tif"
2.730047,3.494412,27.088219,49.361061,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,18533]-lumi.tif"
2.072785,2.327335,4.136992,12.174626,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47770,18533]-lumi.tif"
35.860229,45.628559,53.318111,74.391548,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,18933]-lumi.tif"
51.111130,61.549664,72.385780,97.928307,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,18933]-lumi.tif"
24.950409,40.919167,51.923386,80.548920,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,18933]-lumi.tif"
4.663424,8.474185,12.850885,27.435825,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47770,18933]-lumi.tif"
1.707321,1.920917,2.512309,13.005486,"\\bki02\f\lumi\Project2\L1_1\L1_1_[48306,18933]-lumi.tif"
8.703931,22.836422,34.354881,52.884033,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45630,19333]-lumi.tif"
47.549301,55.669273,63.876503,86.834465,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,19333]-lumi.tif"
54.659161,65.105293,75.433968,99.077377,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,19333]-lumi.tif"
41.123310,51.883923,61.784409,87.895714,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,19333]-lumi.tif"
2.294909,2.675765,11.129021,35.976990,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47770,19333]-lumi.tif"
22.937046,35.186054,45.292198,66.717110,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45630,19733]-lumi.tif"
49.479179,58.441563,67.350288,89.560471,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,19733]-lumi.tif"
41.607430,52.212578,62.684036,90.629387,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,19733]-lumi.tif"
31.602379,44.706799,54.841156,78.239487,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,19733]-lumi.tif"
3.525812,17.219461,31.526154,58.204262,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47770,19733]-lumi.tif"
21.948847,33.261257,43.201702,64.405289,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45630,20133]-lumi.tif"
41.650314,50.510334,58.637547,82.885399,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,20133]-lumi.tif"
35.994324,45.235794,53.447472,79.370125,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,20133]-lumi.tif"
17.981716,30.775030,41.951279,67.420914,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,20133]-lumi.tif"
2.328945,2.943014,14.100641,42.554165,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47770,20133]-lumi.tif"
17.068207,27.904613,37.551704,56.832863,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45630,20533]-lumi.tif"
20.380182,30.703947,38.976723,55.841358,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,20533]-lumi.tif"
23.601791,33.415977,40.496689,55.221210,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46700,20533]-lumi.tif"
2.500428,3.016568,12.227630,39.730656,"\\bki02\f\lumi\Project2\L1_1\L1_1_[47235,20533]-lumi.tif"
2.195693,7.791762,13.010067,34.121758,"\\bki02\f\lumi\Project2\L1_1\L1_1_[45630,20933]-lumi.tif"
2.112126,5.968930,8.890804,19.152964,"\\bki02\f\lumi\Project2\L1_1\L1_1_[46165,20933]-lumi.tif"
